id,text,label,source,review_status,notes
165,Does a high intake of saturated fats contribute to Non-Alcoholic Fatty Liver Disease (NAFLD)?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
166,Can cyanotoxins in the environment cause ALS or neurodegenerative disease?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
167,Is yeast beta-glucan effective for preventing common colds?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
168,Can whole grain consumption help prevent type 2 diabetes and body weight gain?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
169,Are organic foods substantially more nutritious than conventional foods?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
170,Is Proteus mirabilis bacteria linked to Rheumatoid Arthritis?,HEALTH_ADVICE,hotpot_relabel_review,reviewed_by_codex_schema_v1,food/herb/research question; no exact USDA nutrition lookup requested
171,Can ginger lower blood sugar?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
172,Does ginger lower blood sugar?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
173,Is ginger helpful for diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
174,Is ginger risky for people with diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
175,What does the evidence say about ginger for diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
176,Can people with diabetes safely use ginger?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
177,Does consuming ginger affect patients with diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
178,Should someone with diabetes avoid ginger?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
179,Can ginger reduce nausea during pregnancy?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
180,Does ginger reduce nausea during pregnancy?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
181,Can ginger interact with medications?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
182,Does ginger interact with medications?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
183,Can ginger improve cholesterol levels?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
184,Does ginger improve cholesterol levels?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
185,Can ginger increase kidney stone risk?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
186,Does ginger increase kidney stone risk?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
187,Can ginger help with PCOS symptoms?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
188,Does ginger help with PCOS symptoms?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
189,Can ginger reduce inflammation?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
190,Does ginger reduce inflammation?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
191,Can ginger affect blood pressure?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
192,Does ginger affect blood pressure?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
193,Can ginger improve bone health?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
194,Does ginger improve bone health?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
195,Can ginger increase cancer risk?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
196,Does ginger increase cancer risk?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
197,Can ginger help prevent type 2 diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
198,Does ginger help prevent type 2 diabetes?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
199,Can ginger cause liver damage?,HEALTH_ADVICE,crafted_hard_v2,reviewed_by_codex_schema_v1,health/clinical cue; no exact nutrition lookup requested
200,"How many calories are in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
201,"What is the calorie content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
202,"How many calories are in 100g of chicken breast, and is it good for diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
203,"Give the USDA nutrition facts for chicken breast, then explain whether it helps with diabetes.",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
204,"How much protein, fat, and carbs are in chicken breast, and what does that mean for diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
205,"What nutrients does chicken breast contain, and are those nutrients beneficial for diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
206,"How much protein is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
207,"What is the protein content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
208,"How much carbohydrates is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
209,"What is the carbohydrates content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
210,"How much fat is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
211,"What is the fat content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
212,"How much fiber is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
213,"What is the fiber content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
214,"How much sugar is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
215,"What is the sugar content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
216,"How much sodium is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
217,"What is the sodium content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
218,"How much cholesterol is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
219,"What is the cholesterol content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
220,"How much calcium is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
221,"What is the calcium content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
222,"How much iron is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
223,"What is the iron content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
224,"How much potassium is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
225,"What is the potassium content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
226,"How much magnesium is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
227,"What is the magnesium content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
228,"How much vitamin C is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
229,"What is the vitamin C content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
230,"How much vitamin B12 is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
231,"What is the vitamin B12 content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
232,"How much omega-3 is in chicken breast, and is it safe for someone with diabetes?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
233,"What is the omega-3 content of chicken breast, and should a patient with diabetes eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
234,"How many calories are in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
235,"What is the calorie content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
236,"How many calories are in 100g of chicken breast, and is it good for high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
237,"Give the USDA nutrition facts for chicken breast, then explain whether it helps with high blood pressure.",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
238,"How much protein, fat, and carbs are in chicken breast, and what does that mean for high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
239,"What nutrients does chicken breast contain, and are those nutrients beneficial for high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
240,"How much protein is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
241,"What is the protein content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
242,"How much carbohydrates is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
243,"What is the carbohydrates content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
244,"How much fat is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
245,"What is the fat content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
246,"How much fiber is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
247,"What is the fiber content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
248,"How much sugar is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
249,"What is the sugar content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
250,"How much sodium is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
251,"What is the sodium content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
252,"How much cholesterol is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
253,"What is the cholesterol content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
254,"How much calcium is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
255,"What is the calcium content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
256,"How much iron is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
257,"What is the iron content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
258,"How much potassium is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
259,"What is the potassium content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
260,"How much magnesium is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
261,"What is the magnesium content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
262,"How much vitamin C is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
263,"What is the vitamin C content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
264,"How much vitamin B12 is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
265,"What is the vitamin B12 content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
266,"How much omega-3 is in chicken breast, and is it safe for someone with high blood pressure?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
267,"What is the omega-3 content of chicken breast, and should a patient with high blood pressure eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
268,"How many calories are in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
269,"What is the calorie content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
270,"How many calories are in 100g of chicken breast, and is it good for high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
271,"Give the USDA nutrition facts for chicken breast, then explain whether it helps with high cholesterol.",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
272,"How much protein, fat, and carbs are in chicken breast, and what does that mean for high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
273,"What nutrients does chicken breast contain, and are those nutrients beneficial for high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
274,"How much protein is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
275,"What is the protein content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
276,"How much carbohydrates is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
277,"What is the carbohydrates content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
278,"How much fat is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
279,"What is the fat content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
280,"How much fiber is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
281,"What is the fiber content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
282,"How much sugar is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
283,"What is the sugar content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
284,"How much sodium is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
285,"What is the sodium content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
286,"How much cholesterol is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
287,"What is the cholesterol content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
288,"How much calcium is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
289,"What is the calcium content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
290,"How much iron is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
291,"What is the iron content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
292,"How much potassium is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
293,"What is the potassium content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
294,"How much magnesium is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
295,"What is the magnesium content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
296,"How much vitamin C is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
297,"What is the vitamin C content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
298,"How much vitamin B12 is in chicken breast, and is it safe for someone with high cholesterol?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
299,"What is the vitamin B12 content of chicken breast, and should a patient with high cholesterol eat it?",BOTH,crafted_hard_v2,reviewed_by_codex_schema_v1,explicit nutrition lookup cue plus health/clinical cue
